Entity,Code,Year,"Homicide rate per 100,000 population - Both sexes - All ages"
Marshall Islands,MHL,1991,10.626202
Marshall Islands,MHL,1992,4.165365
Marshall Islands,MHL,1994,4.0128813
Martinique,MTQ,2004,4.632621
Martinique,MTQ,2005,4.74561
Martinique,MTQ,2006,5.814674
Martinique,MTQ,2007,5.810722
Martinique,MTQ,2008,4.2986393
Martinique,MTQ,2009,2.7903626
Mauritania,MRT,2018,1.241011
Mauritania,MRT,2019,1.0949284
Mauritania,MRT,2020,1.0225395
Mauritius,MUS,1990,1.8343743
Mauritius,MUS,1991,2.6261942
Mauritius,MUS,1992,2.7710388
Mauritius,MUS,1993,1.8530742
Mauritius,MUS,1994,2.3536365
Mauritius,MUS,1995,2.154787
Mauritius,MUS,1996,2.899683
Mauritius,MUS,1997,2.0265872
Mauritius,MUS,1998,2.5944028
Mauritius,MUS,1999,1.9080597
Mauritius,MUS,2000,2.1382802
Mauritius,MUS,2009,2.9690573
Mauritius,MUS,2010,2.5714352
Mauritius,MUS,2011,2.4878802
Mauritius,MUS,2012,2.1726573
Mauritius,MUS,2013,2.7117248
Mauritius,MUS,2014,1.4704591
Mauritius,MUS,2015,1.6239377
Mauritius,MUS,2016,1.6229864
Mauritius,MUS,2017,2.5487733
Mauritius,MUS,2018,2.8563013
Mauritius,MUS,2019,2.082885
Mauritius,MUS,2020,2.6968145
Mauritius,MUS,2021,2.6175704
Mayotte,MYT,2007,13.8030815
Mayotte,MYT,2008,2.4877417
Mayotte,MYT,2009,5.8157005
Melanesia (UN),,2000,7.16485
Melanesia (UN),,2001,6.5680356
Melanesia (UN),,2002,6.82727
Melanesia (UN),,2003,8.43759
Melanesia (UN),,2004,8.149921
Melanesia (UN),,2005,7.9523335
Melanesia (UN),,2006,7.76853
Melanesia (UN),,2007,6.601061
Melanesia (UN),,2008,7.209065
Melanesia (UN),,2009,8.131709
Melanesia (UN),,2010,7.9978237
Melanesia (UN),,2011,7.807635
Melanesia (UN),,2012,7.8362203
Melanesia (UN),,2013,7.8513894
Melanesia (UN),,2014,7.883369
Melanesia (UN),,2015,7.9044995
Melanesia (UN),,2016,7.9241652
Melanesia (UN),,2017,7.942087
Melanesia (UN),,2018,7.958736
Melanesia (UN),,2019,7.9742045
Melanesia (UN),,2020,7.977513
Melanesia (UN),,2021,7.986667
Mexico,MEX,1990,17.734856
Mexico,MEX,1991,18.149622
Mexico,MEX,1992,19.523924
Mexico,MEX,1993,18.511583
Mexico,MEX,1994,17.934782
Mexico,MEX,1995,17.352533
Mexico,MEX,1996,15.837478
Mexico,MEX,1997,14.54341
Mexico,MEX,1998,14.410036
Mexico,MEX,1999,12.71503
Mexico,MEX,2000,10.970289
Mexico,MEX,2001,10.347677
Mexico,MEX,2002,9.9963255
Mexico,MEX,2003,9.847764
Mexico,MEX,2004,8.974869
Mexico,MEX,2005,9.408928
Mexico,MEX,2006,9.77857
Mexico,MEX,2007,8.187218
Mexico,MEX,2008,12.769354
Mexico,MEX,2009,17.8326
Mexico,MEX,2010,22.88852
Mexico,MEX,2011,23.839584
Mexico,MEX,2012,22.432549
Mexico,MEX,2013,19.663113
Mexico,MEX,2014,16.849691
Mexico,MEX,2015,17.28008
Mexico,MEX,2016,20.209972
Mexico,MEX,2017,26.114616
Mexico,MEX,2018,29.581371
Mexico,MEX,2019,29.308798
Mexico,MEX,2020,29.185314
Mexico,MEX,2021,28.175653
Micronesia (UN),,2000,2.6292775
Micronesia (UN),,2001,3.8976588
Micronesia (UN),,2002,2.859357
Micronesia (UN),,2003,4.09454
Micronesia (UN),,2004,4.3032413
Micronesia (UN),,2005,3.9949517
Micronesia (UN),,2006,4.8294773
Micronesia (UN),,2007,2.8944008
Micronesia (UN),,2008,3.0177946
Micronesia (UN),,2009,2.6787715
Micronesia (UN),,2010,2.807247
Micronesia (UN),,2011,4.3306828
Micronesia (UN),,2012,3.7207158
Micronesia (UN),,2013,3.7279189
Micronesia (UN),,2014,3.7343729
Micronesia (UN),,2015,3.7429314
Micronesia (UN),,2016,3.1739383
Micronesia (UN),,2017,3.171224
Micronesia (UN),,2018,3.4059107
Micronesia (UN),,2019,4.194537
Micronesia (UN),,2020,4.1780834
Micronesia (UN),,2021,3.749088
Micronesia (country),FSM,2019,0.89783937
Moldova,MDA,1990,6.4729276
Moldova,MDA,1991,6.4574633
Moldova,MDA,1992,11.101465
Moldova,MDA,1993,8.612078
Moldova,MDA,1994,8.945886
Moldova,MDA,1995,9.010964
Moldova,MDA,1996,9.028948
Moldova,MDA,1997,9.42239
Moldova,MDA,1998,8.613691
Moldova,MDA,1999,9.084704
Moldova,MDA,2000,10.184465
Moldova,MDA,2001,9.784547
Moldova,MDA,2002,9.668144
Moldova,MDA,2003,7.791925
Moldova,MDA,2004,6.844584
Moldova,MDA,2005,7.3974442
Moldova,MDA,2006,6.6451116
Moldova,MDA,2007,5.5973377
Moldova,MDA,2008,6.1902905
Moldova,MDA,2009,6.560888
Moldova,MDA,2010,7.2046385
Moldova,MDA,2011,6.0081334
Moldova,MDA,2012,6.529443
Moldova,MDA,2013,6.7027063
Moldova,MDA,2014,4.822761
Moldova,MDA,2015,5.7667875
Moldova,MDA,2016,6.201314
Moldova,MDA,2017,4.4332566
Moldova,MDA,2018,5.283533
Moldova,MDA,2019,3.8913121
Moldova,MDA,2020,3.0147362
Monaco,MCO,2001,3.0822816
Monaco,MCO,2007,0
Monaco,MCO,2008,0
Mongolia,MNG,2003,13.630294
Mongolia,MNG,2004,13.1208315
Mongolia,MNG,2005,15.551401
Mongolia,MNG,2006,13.01699
Mongolia,MNG,2007,11.321582
Mongolia,MNG,2008,8.048939
Mongolia,MNG,2009,8.212358
Mongolia,MNG,2010,8.843597
Mongolia,MNG,2011,9.694098
Mongolia,MNG,2012,7.1266165
Mongolia,MNG,2013,7.3106775
Mongolia,MNG,2014,7.337686
Mongolia,MNG,2015,7.21815
Mongolia,MNG,2016,6.0735
Mongolia,MNG,2017,6.169192
Mongolia,MNG,2018,6.194708
Mongolia,MNG,2019,6.341979
Mongolia,MNG,2020,6.2228036
Mongolia,MNG,2021,6.153327
Montenegro,MNE,2002,4.2671757
Montenegro,MNE,2007,1.898967
Montenegro,MNE,2008,3.8006766
Montenegro,MNE,2009,3.327091
Montenegro,MNE,2010,2.3770134
Montenegro,MNE,2011,3.3238997
Montenegro,MNE,2012,2.6854098
Montenegro,MNE,2013,1.5774226
Montenegro,MNE,2014,3.1531096
Montenegro,MNE,2015,2.6815298
Montenegro,MNE,2016,4.4215403
Montenegro,MNE,2017,2.371774
Montenegro,MNE,2018,2.2171035
Montenegro,MNE,2019,3.6485002
Montenegro,MNE,2020,2.861469
Montenegro,MNE,2021,2.3890734
Montserrat,MSR,1990,0
Montserrat,MSR,1991,0
Montserrat,MSR,1992,19.786308
Montserrat,MSR,1993,0
Montserrat,MSR,1994,11.16196
Montserrat,MSR,1995,0
Montserrat,MSR,1996,12.960923
Montserrat,MSR,1997,0
Montserrat,MSR,1998,15.603058
Montserrat,MSR,1999,0
Montserrat,MSR,2000,0
Montserrat,MSR,2001,0
Montserrat,MSR,2002,0
Montserrat,MSR,2003,0
Montserrat,MSR,2004,0
Montserrat,MSR,2005,21.308332
Montserrat,MSR,2006,21.134947
Montserrat,MSR,2008,20.774904
Montserrat,MSR,2012,20.100502
Montserrat,MSR,2017,0
Montserrat,MSR,2018,0
Morocco,MAR,1990,0.36221838
Morocco,MAR,1991,0.49623656
Morocco,MAR,1992,0.5196712
Morocco,MAR,1993,0.57349277
Morocco,MAR,1994,0.7022485
Morocco,MAR,1997,2.671814
Morocco,MAR,1998,2.0005884
Morocco,MAR,1999,1.9164569
Morocco,MAR,2000,1.6144613
Morocco,MAR,2001,1.8769381
Morocco,MAR,2002,1.576694
Morocco,MAR,2003,1.7194139
Morocco,MAR,2004,1.5649388
Morocco,MAR,2005,1.5411459
Morocco,MAR,2006,1.6151514
Morocco,MAR,2007,1.6553199
Morocco,MAR,2008,1.3466102
Morocco,MAR,2009,1.3481935
Morocco,MAR,2010,1.3891941
Morocco,MAR,2011,1.3402748
Morocco,MAR,2012,1.1483511
Morocco,MAR,2013,1.2690983
Morocco,MAR,2014,1.0365386
Morocco,MAR,2015,1.2427748
Morocco,MAR,2016,1.6919576
Morocco,MAR,2017,2.1419656
Morocco,MAR,2018,1.419525
Morocco,MAR,2019,1.7270631
Morocco,MAR,2020,1.2483383
Morocco,MAR,2021,1.9311379
Mozambique,MOZ,2001,6.037084
Mozambique,MOZ,2002,5.5630007
Mozambique,MOZ,2003,5.4412537
Mozambique,MOZ,2004,5.7376685
Mozambique,MOZ,2005,5.3881245
Mozambique,MOZ,2006,4.311346
Mozambique,MOZ,2007,3.9895654
Mozambique,MOZ,2008,4.554699
Mozambique,MOZ,2009,3.668104
Mozambique,MOZ,2010,3.7921925
Mozambique,MOZ,2011,3.573169
Myanmar,MMR,1990,5.102301
Myanmar,MMR,1995,3.7616441
Myanmar,MMR,2000,2.2859862
Myanmar,MMR,2001,1.9906627
Myanmar,MMR,2002,1.7512822
Myanmar,MMR,2003,1.6281545
Myanmar,MMR,2004,1.5695487
Myanmar,MMR,2005,1.4164641
Myanmar,MMR,2006,1.6157784
Myanmar,MMR,2007,1.5460626
Myanmar,MMR,2008,1.6232471
Myanmar,MMR,2009,1.793298
Myanmar,MMR,2010,1.6217533
Myanmar,MMR,2011,2.118707
Myanmar,MMR,2012,2.8595219
Myanmar,MMR,2013,2.4443054
Myanmar,MMR,2014,2.408344
Myanmar,MMR,2015,2.5289435
Myanmar,MMR,2016,2.5803418
Myanmar,MMR,2017,2.6621614
Myanmar,MMR,2018,2.7569962
Myanmar,MMR,2019,2.863865
Myanmar,MMR,2020,2.94067
Myanmar,MMR,2021,28.437815
Namibia,NAM,1995,23.234512
Namibia,NAM,1996,21.393078
Namibia,NAM,1997,19.312065
Namibia,NAM,1998,23.445335
Namibia,NAM,1999,21.31276
Namibia,NAM,2000,20.88898
Namibia,NAM,2001,19.015272
Namibia,NAM,2002,18.321177
Namibia,NAM,2004,18.14989
Namibia,NAM,2008,17.36527
Namibia,NAM,2009,18.76282
Namibia,NAM,2010,14.957577
Namibia,NAM,2011,14.444222
Namibia,NAM,2012,17.901054
Namibia,NAM,2018,19.7865
Namibia,NAM,2019,13.038265
Namibia,NAM,2020,12.173084
Namibia,NAM,2021,12.449852
Nepal,NPL,1990,1.8046005
Nepal,NPL,1997,2.4731803
Nepal,NPL,1998,2.742231
Nepal,NPL,1999,2.609435
Nepal,NPL,2000,2.5855575
Nepal,NPL,2001,3.3979707
Nepal,NPL,2002,3.3869965
Nepal,NPL,2003,2.9474854
Nepal,NPL,2004,3.599451
Nepal,NPL,2005,3.3402941
Nepal,NPL,2006,2.30024
Nepal,NPL,2007,3.1482027
Nepal,NPL,2008,3.3182619
Nepal,NPL,2009,2.9822094
Nepal,NPL,2010,2.9932
Nepal,NPL,2011,2.4902444
Nepal,NPL,2012,2.3490074
Nepal,NPL,2013,2.2131686
Nepal,NPL,2014,2.0318909
Nepal,NPL,2015,2.020983
Nepal,NPL,2016,2.1463552
Nepal,NPL,2017,2.18923
Nepal,NPL,2018,2.2100058
Nepal,NPL,2019,2.2856154
Netherlands,NLD,1990,0.90333945
Netherlands,NLD,1991,1.1763468
Netherlands,NLD,1992,1.2738698
Netherlands,NLD,1993,1.2589267
Netherlands,NLD,1994,1.1140443
Netherlands,NLD,1995,1.2494603
Netherlands,NLD,1996,1.3579073
Netherlands,NLD,1997,1.3307823
Netherlands,NLD,1998,1.1194081
Netherlands,NLD,1999,1.2837956
Netherlands,NLD,2000,1.1321371
Netherlands,NLD,2001,1.2639507
Netherlands,NLD,2002,1.2144206
Netherlands,NLD,2003,1.2525128
Netherlands,NLD,2004,1.1793009
Netherlands,NLD,2005,1.0699902
Netherlands,NLD,2006,0.784041
Netherlands,NLD,2007,0.8724176
Netherlands,NLD,2008,0.9112575
Netherlands,NLD,2009,0.93128973
Netherlands,NLD,2010,0.8665763
Netherlands,NLD,2011,0.85621196
Netherlands,NLD,2012,0.86385113
Netherlands,NLD,2013,0.7410766
Netherlands,NLD,2014,0.725489
Netherlands,NLD,2015,0.610289
Netherlands,NLD,2016,0.548921
Netherlands,NLD,2017,0.76712084
Netherlands,NLD,2018,0.5785014
Netherlands,NLD,2019,0.62776226
Netherlands,NLD,2020,0.61372364
Netherlands,NLD,2021,0.65136546
New Caledonia,NCL,2006,3.2568715
New Caledonia,NCL,2007,4.8121843
New Caledonia,NCL,2008,4.346512
New Caledonia,NCL,2009,3.113125
New Zealand,NZL,1990,1.8646106
New Zealand,NZL,1991,1.539586
New Zealand,NZL,1992,1.8852232
New Zealand,NZL,1993,1.1590061
New Zealand,NZL,1994,1.5700786
New Zealand,NZL,1995,1.0615443
New Zealand,NZL,1996,1.2873957
New Zealand,NZL,1997,1.5890453
New Zealand,NZL,1998,1.2860744
New Zealand,NZL,1999,1.173864
New Zealand,NZL,2000,1.3488045
New Zealand,NZL,2001,1.3111961
New Zealand,NZL,2002,1.5195322
New Zealand,NZL,2003,1.0945435
New Zealand,NZL,2004,1.1025605
New Zealand,NZL,2005,1.4760036
New Zealand,NZL,2006,1.1722549
New Zealand,NZL,2007,1.1370382
New Zealand,NZL,2008,1.1971161
New Zealand,NZL,2009,1.5570943
New Zealand,NZL,2010,0.9893385
New Zealand,NZL,2011,0.89015305
New Zealand,NZL,2012,0.92964524
New Zealand,NZL,2013,1.0335582
New Zealand,NZL,2014,0.95255077
New Zealand,NZL,2015,1.0456172
New Zealand,NZL,2016,1.0711039
New Zealand,NZL,2017,0.7374241
New Zealand,NZL,2018,1.5500588
New Zealand,NZL,2019,2.601313
Nicaragua,NIC,1990,15.894716
Nicaragua,NIC,1991,16.915901
Nicaragua,NIC,1992,18.657509
Nicaragua,NIC,1993,16.833498
Nicaragua,NIC,1994,15.674794
Nicaragua,NIC,1995,14.972694
Nicaragua,NIC,1996,13.756154
Nicaragua,NIC,1997,13.86857
Nicaragua,NIC,1998,12.845378
Nicaragua,NIC,1999,11.1091795
Nicaragua,NIC,2000,9.291027
Nicaragua,NIC,2001,10.341313
Nicaragua,NIC,2002,10.534311
Nicaragua,NIC,2003,11.929224
Nicaragua,NIC,2004,11.993562
Nicaragua,NIC,2005,13.3646755
Nicaragua,NIC,2006,13.056503
Nicaragua,NIC,2007,12.733052
Nicaragua,NIC,2008,12.9401045
Nicaragua,NIC,2009,13.897943
Nicaragua,NIC,2010,13.405664
Nicaragua,NIC,2011,12.418905
Nicaragua,NIC,2012,11.159739
Nicaragua,NIC,2013,9.706867
Nicaragua,NIC,2014,8.45591
Nicaragua,NIC,2015,8.319312
Nicaragua,NIC,2016,7.0900507
Nicaragua,NIC,2017,6.650689
Nicaragua,NIC,2018,10.376991
Nicaragua,NIC,2019,7.7281795
Nicaragua,NIC,2021,11.006432
Niger,NER,2011,4.8081617
Niger,NER,2012,4.3888946
Nigeria,NGA,2016,33.604195
Nigeria,NGA,2019,21.74079
North Macedonia,MKD,1998,2.384685
North Macedonia,MKD,1999,1.8776759
North Macedonia,MKD,2000,2.3062556
North Macedonia,MKD,2001,2.6785054
North Macedonia,MKD,2002,2.905939
North Macedonia,MKD,2003,3.3797772
North Macedonia,MKD,2004,2.360451
North Macedonia,MKD,2006,2.2103956
North Macedonia,MKD,2007,2.0158503
North Macedonia,MKD,2008,1.6776698
North Macedonia,MKD,2009,1.6748115
North Macedonia,MKD,2010,2.053655
North Macedonia,MKD,2011,1.4305472
North Macedonia,MKD,2012,1.3812957
North Macedonia,MKD,2013,1.046515
North Macedonia,MKD,2014,1.662478
North Macedonia,MKD,2015,1.1859796
North Macedonia,MKD,2016,0.90039027
North Macedonia,MKD,2017,1.467818
North Macedonia,MKD,2018,1.1828771
North Macedonia,MKD,2019,1.1351941
Norway,NOR,1990,1.1080631
Norway,NOR,1991,1.1731894
Norway,NOR,1992,1.0731223
Norway,NOR,1993,0.8812338
Norway,NOR,1994,0.7609403
Norway,NOR,1995,0.96345025
Norway,NOR,1996,0.98139685
Norway,NOR,1997,0.8625908
Norway,NOR,1998,0.8574635
Norway,NOR,1999,0.73955506
Norway,NOR,2000,1.0687563
Norway,NOR,2001,0.81966907
Norway,NOR,2002,1.0135647
Norway,NOR,2004,0.7839248
Norway,NOR,2005,0.71371585
Norway,NOR,2006,0.7079893
Norway,NOR,2007,0.63699996
Norway,NOR,2008,0.71298945
Norway,NOR,2009,0.6005136
Norway,NOR,2010,0.59307843
Norway,NOR,2011,2.2408123
Norway,NOR,2012,0.53794974
Norway,NOR,2013,0.90539265
Norway,NOR,2014,0.56443036
Norway,NOR,2015,0.462396
Norway,NOR,2016,0.51560277
Norway,NOR,2017,0.530565
Norway,NOR,2018,0.47060418
Norway,NOR,2019,0.5235329
Norway,NOR,2020,0.5762254
Norway,NOR,2021,0.5367368
Oceania (UN),,2000,3.094576
Oceania (UN),,2001,2.9357376
Oceania (UN),,2002,3.0845072
Oceania (UN),,2003,3.232133
Oceania (UN),,2004,3.050152
Oceania (UN),,2005,3.0521536
Oceania (UN),,2006,3.0573175
Oceania (UN),,2007,2.6378613
Oceania (UN),,2008,2.8316567
Oceania (UN),,2009,3.092007
Oceania (UN),,2010,2.900689
Oceania (UN),,2011,2.9056568
Oceania (UN),,2012,2.8817048
Oceania (UN),,2013,2.9008741
Oceania (UN),,2014,2.900352
Oceania (UN),,2015,2.9064977
Oceania (UN),,2016,2.878421
Oceania (UN),,2017,2.8182988
Oceania (UN),,2018,2.9779515
Oceania (UN),,2019,3.0673318
Oceania (UN),,2020,2.9498804
Oceania (UN),,2021,2.9040174
Oman,OMN,2002,1.1648909
Oman,OMN,2003,1.4393815
Oman,OMN,2004,1.7011935
Oman,OMN,2005,2.107195
Oman,OMN,2006,4.7253637
Oman,OMN,2007,1.4199636
Oman,OMN,2008,1.7728968
Oman,OMN,2009,1.3716216
Oman,OMN,2010,1.6655595
Oman,OMN,2011,1.0602238
Oman,OMN,2012,1.1030726
Oman,OMN,2013,2.5414758
Oman,OMN,2014,0.29930654
Oman,OMN,2015,0.38169974
Oman,OMN,2016,0.36379594
Oman,OMN,2017,0.3742965
Oman,OMN,2018,0.28253767
Oman,OMN,2019,0.49969932
Oman,OMN,2020,0.30813938
Oman,OMN,2021,0.24333748
Pakistan,PAK,1990,7.112651
Pakistan,PAK,1996,6.603281
Pakistan,PAK,1997,6.583162
Pakistan,PAK,1998,7.043081
Pakistan,PAK,1999,6.2340317
Pakistan,PAK,2000,5.7692585
Pakistan,PAK,2001,6.025083
Pakistan,PAK,2002,5.7980137
Pakistan,PAK,2003,5.600543
Pakistan,PAK,2004,5.633799
Pakistan,PAK,2005,5.6098423
Pakistan,PAK,2006,5.6427255
Pakistan,PAK,2007,5.8024063
Pakistan,PAK,2008,6.485706
Pakistan,PAK,2009,6.5699496
Pakistan,PAK,2010,6.7830777
Pakistan,PAK,2011,6.978756
Pakistan,PAK,2012,6.847477
Pakistan,PAK,2013,6.78736
Pakistan,PAK,2014,6.37498
Pakistan,PAK,2015,4.496389
Pakistan,PAK,2016,3.9882948
Pakistan,PAK,2017,3.8058107
Pakistan,PAK,2018,3.7504869
Pakistan,PAK,2019,3.6512518
Pakistan,PAK,2020,3.7368493
Pakistan,PAK,2021,3.9787881
Palau,PLW,2015,16.859615
Palau,PLW,2016,0
Palau,PLW,2017,0
Palau,PLW,2018,11.195388
Palestine,PSE,1995,1.1817877
Palestine,PSE,1996,4.3891726
Palestine,PSE,1997,1.5804926
Palestine,PSE,1998,1.5249492
Palestine,PSE,1999,1.7736984
Palestine,PSE,2000,1.3375994
Palestine,PSE,2001,1.7337042
Palestine,PSE,2002,2.5683746
Palestine,PSE,2004,2.7744663
Palestine,PSE,2005,2.3438432
Palestine,PSE,2008,1.2339785
Palestine,PSE,2009,1.1283793
Palestine,PSE,2010,0.97688586
Palestine,PSE,2011,0.7339011
Palestine,PSE,2012,0.69308996
Palestine,PSE,2013,0.5605127
Palestine,PSE,2014,0.54788584
Palestine,PSE,2015,1.2041172
Palestine,PSE,2016,0.41359663
Palestine,PSE,2017,0.7232586
Palestine,PSE,2018,0.4994229
Palestine,PSE,2019,0.7128637
Palestine,PSE,2020,0.9562893
Palestine,PSE,2021,0.8766134
Panama,PAN,1990,11.34709
Panama,PAN,1991,11.750395
Panama,PAN,1992,12.175157
Panama,PAN,1993,11.812083
Panama,PAN,1994,12.13654
Panama,PAN,1995,13.880364
Panama,PAN,1996,8.947883
Panama,PAN,1997,11.138647
Panama,PAN,1998,9.739439
Panama,PAN,1999,9.683601
Panama,PAN,2000,9.960917
Panama,PAN,2001,9.9966545
Panama,PAN,2002,12.047458
Panama,PAN,2003,10.592128
Panama,PAN,2004,9.496469
Panama,PAN,2005,11.010724
Panama,PAN,2006,6.560641
Panama,PAN,2007,8.130285
Panama,PAN,2008,14.10475
Panama,PAN,2009,15.7894335
Panama,PAN,2010,12.694496
Panama,PAN,2011,14.883397
Panama,PAN,2012,16.964672
Panama,PAN,2013,17.348953
Panama,PAN,2014,15.531814
Panama,PAN,2015,11.90266
Panama,PAN,2016,10.058772
Panama,PAN,2017,9.228374
Panama,PAN,2018,9.627263
Panama,PAN,2019,11.34073
Panama,PAN,2020,11.64308
Panama,PAN,2021,12.639997
Papua New Guinea,PNG,1998,9.768763
Papua New Guinea,PNG,1999,8.45644
Papua New Guinea,PNG,2000,8.44181
Papua New Guinea,PNG,2001,7.651151
Papua New Guinea,PNG,2002,7.976111
Papua New Guinea,PNG,2003,9.998391
Papua New Guinea,PNG,2005,9.27861
Papua New Guinea,PNG,2006,9.093325
Papua New Guinea,PNG,2007,7.513293
Papua New Guinea,PNG,2008,8.44776
Papua New Guinea,PNG,2009,9.471538
Papua New Guinea,PNG,2010,9.402278
Paraguay,PRY,2000,19.41911
Paraguay,PRY,2001,25.213272
Paraguay,PRY,2002,25.952837
Paraguay,PRY,2003,24.004091
Paraguay,PRY,2004,22.321415
Paraguay,PRY,2005,16.195358
Paraguay,PRY,2006,13.406388
Paraguay,PRY,2007,14.006794
Paraguay,PRY,2008,14.756035
Paraguay,PRY,2009,14.397006
Paraguay,PRY,2010,12.845377
Paraguay,PRY,2011,11.242418
Paraguay,PRY,2012,10.95669
Paraguay,PRY,2013,10.057193
Paraguay,PRY,2014,9.489845
Paraguay,PRY,2015,9.987132
Paraguay,PRY,2016,10.675619
Paraguay,PRY,2017,8.512441
Paraguay,PRY,2018,7.713405
Paraguay,PRY,2019,8.483886
Paraguay,PRY,2020,7.2672935
Paraguay,PRY,2021,7.8313804
Peru,PER,2011,5.4854984
Peru,PER,2012,6.615217
Peru,PER,2013,6.701331
Peru,PER,2014,6.8393073
Peru,PER,2015,7.316391
Peru,PER,2016,7.8213387
Peru,PER,2017,7.868887
Peru,PER,2018,7.613974
Peru,PER,2019,7.2658343
Peru,PER,2020,5.7138987
Philippines,PHL,1990,15.076618
Philippines,PHL,1991,13.81192
Philippines,PHL,1992,12.848694
Philippines,PHL,1993,11.739725
Philippines,PHL,1994,9.528416
Philippines,PHL,1998,7.9377737
Philippines,PHL,1999,7.479436
Philippines,PHL,2000,7.3565044
Philippines,PHL,2001,7.3493505
Philippines,PHL,2002,8.061701
Philippines,PHL,2007,6.6568875
Philippines,PHL,2008,6.3779197
Philippines,PHL,2009,9.77762
Philippines,PHL,2010,9.134934
Philippines,PHL,2011,8.811692
Philippines,PHL,2012,8.654289
Philippines,PHL,2016,10.636445
Philippines,PHL,2017,7.746033
Philippines,PHL,2018,5.204993
Philippines,PHL,2019,4.315968
Poland,POL,1990,1.7838259
Poland,POL,1991,2.2244124
Poland,POL,1992,2.2403896
Poland,POL,1993,2.3617344
Poland,POL,1994,2.389548
Poland,POL,1995,2.2212398
Poland,POL,1996,2.273354
Poland,POL,1997,2.1017745
Poland,POL,1998,1.977593
Poland,POL,1999,1.9319537
Poland,POL,2000,2.2205236
Poland,POL,2001,2.0070941
Poland,POL,2002,1.8526436
Poland,POL,2008,0.8462503
Poland,POL,2009,1.0037534
Poland,POL,2010,0.9948869
Poland,POL,2011,1.0926741
Poland,POL,2012,1.0588757
Poland,POL,2013,0.79000497
Poland,POL,2014,0.74387264
Poland,POL,2015,0.772959
Poland,POL,2016,0.6747619
Poland,POL,2017,0.74481976
Poland,POL,2018,0.70869595
Poland,POL,2019,0.6572521
Poland,POL,2020,0.692197
Poland,POL,2021,0.71265
Polynesia (UN),,2000,3.6962655
Polynesia (UN),,2001,4.0627794
Polynesia (UN),,2002,4.9745817
Polynesia (UN),,2003,4.346247
Polynesia (UN),,2004,3.8692544
Polynesia (UN),,2005,4.45613
Polynesia (UN),,2006,4.7387843
Polynesia (UN),,2007,3.8207574
Polynesia (UN),,2008,4.8533645
Polynesia (UN),,2009,4.121727
Polynesia (UN),,2010,3.6624255
Polynesia (UN),,2011,3.3165305
Polynesia (UN),,2012,2.388058
Polynesia (UN),,2013,2.2168195
Polynesia (UN),,2014,2.4206522
Polynesia (UN),,2015,2.7654123
Polynesia (UN),,2016,2.3920257
Polynesia (UN),,2017,3.5885034
Polynesia (UN),,2018,5.4518585
Polynesia (UN),,2019,2.2997837
Polynesia (UN),,2020,3.320572
Polynesia (UN),,2021,3.3204246
Portugal,PRT,1990,1.5475528
Portugal,PRT,1991,1.5226
Portugal,PRT,1992,1.4297107
Portugal,PRT,1993,1.399619
Portugal,PRT,1994,1.4274157
Portugal,PRT,1995,1.0844424
Portugal,PRT,1996,1.0507903
Portugal,PRT,1997,1.1253092
Portugal,PRT,1998,1.2279683
Portugal,PRT,1999,1.0651429
Portugal,PRT,2000,1.1261452
Portugal,PRT,2001,1.0123585
Portugal,PRT,2002,1.1408397
Portugal,PRT,2005,1.2828658
Portugal,PRT,2010,1.1710927
Portugal,PRT,2011,1.0790523
Portugal,PRT,2012,1.1594659
Portugal,PRT,2013,1.3760765
Portugal,PRT,2014,0.88390386
Portugal,PRT,2015,0.9647448
Portugal,PRT,2016,0.63874555
Portugal,PRT,2017,0.7373251
Portugal,PRT,2018,0.78718466
Portugal,PRT,2019,0.70943195
Portugal,PRT,2020,0.7865459
Portugal,PRT,2021,0.7968822
Puerto Rico,PRI,1990,16.931095
Puerto Rico,PRI,1991,22.831118
Puerto Rico,PRI,1992,23.916101
Puerto Rico,PRI,1993,26.172718
Puerto Rico,PRI,1994,27.069317
Puerto Rico,PRI,1995,23.320175
Puerto Rico,PRI,1996,23.25325
Puerto Rico,PRI,1997,19.257788
Puerto Rico,PRI,1998,17.224806
Puerto Rico,PRI,1999,15.563837
Puerto Rico,PRI,2000,19.17897
Puerto Rico,PRI,2001,20.928303
Puerto Rico,PRI,2002,21.405598
Puerto Rico,PRI,2003,21.382107
Puerto Rico,PRI,2004,22.085194
Puerto Rico,PRI,2005,21.678812
Puerto Rico,PRI,2006,20.651136
Puerto Rico,PRI,2007,20.500921
Puerto Rico,PRI,2008,23.259407
Puerto Rico,PRI,2009,25.568747
Puerto Rico,PRI,2010,27.703648
Puerto Rico,PRI,2011,31.93725
Puerto Rico,PRI,2012,27.747494
Puerto Rico,PRI,2013,25.56004
Puerto Rico,PRI,2014,19.775223
Puerto Rico,PRI,2015,17.556225
Puerto Rico,PRI,2016,20.508396
Puerto Rico,PRI,2017,21.625423
Puerto Rico,PRI,2018,20.004404
Puerto Rico,PRI,2019,19.223255
Puerto Rico,PRI,2020,16.994926
Qatar,QAT,1990,0.9056443
Qatar,QAT,1991,0.87626004
Qatar,QAT,1992,1.2730948
Qatar,QAT,1993,0.8229767
Qatar,QAT,1994,0.99863684
Qatar,QAT,1998,0.34423557
Qatar,QAT,1999,0.4891554
Qatar,QAT,2000,0.15481386
Qatar,QAT,2001,0.73656034
Qatar,QAT,2004,0.6427202
